============================================================
Dependency Check Results
============================================================

Timestamp: 2026-05-09 05:22:43 UTC
Commit: ff3daf4a485f4433a3d00536ad55fc21bfa48bb0
Branch: refs/heads/main
Run ID: 25592780327

============================================================
Outdated Dependencies (cargo outdated)
============================================================

Name                                             Project                        Compat   Latest   Kind         Platform
dioxus->dioxus-fullstack                         0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus->dioxus-history                           0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus->dioxus-hooks                             0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus->dioxus-html                              0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus->dioxus-logger                            0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus->dioxus-server                            0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus->dioxus-signals                           0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus->dioxus-stores                            0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus->dioxus-web                               0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus->manganis                                 0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus->subsecond                                0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-asset-resolver->dioxus-cli-config         0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-asset-resolver->tokio                     1.52.1                         1.52.3   1.52.3   Normal       ---
dioxus-cli-config->wasm-bindgen                  0.2.120                        0.2.121  0.2.121  Normal       ---
dioxus-core->dioxus-core-types                   0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-core->generational-box                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-core->subsecond                           0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-core-macro->dioxus-rsx                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop                                   0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop->dioxus-asset-resolver            0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop->dioxus-cli-config                0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop->dioxus-core                      0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop->dioxus-devtools                  0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop->dioxus-document                  0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop->dioxus-history                   0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop->dioxus-hooks                     0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop->dioxus-html                      0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop->dioxus-interpreter-js            0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop->dioxus-signals                   0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop->generational-box                 0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-desktop->lazy-js-bundle                   0.7.7                          0.7.9    0.7.9    Build        ---
dioxus-desktop->tokio                            1.52.1                         1.52.3   1.52.3   Normal       ---
dioxus-devtools->dioxus-cli-config               0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-devtools->dioxus-core                     0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-devtools->dioxus-devtools-types           0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-devtools->dioxus-signals                  0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-devtools->subsecond                       0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-devtools-types->dioxus-core               0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-devtools-types->subsecond-types           0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-document->dioxus-core                     0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-document->dioxus-core-macro               0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-document->dioxus-core-types               0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-document->dioxus-html                     0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-document->generational-box                0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-document->lazy-js-bundle                  0.7.7                          0.7.9    0.7.9    Build        ---
dioxus-fullstack->dioxus-asset-resolver          0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack->dioxus-cli-config              0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack->dioxus-core                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack->dioxus-fullstack-core          0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack->dioxus-fullstack-macro         0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack->dioxus-hooks                   0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack->dioxus-html                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack->dioxus-signals                 0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack->js-sys                         0.3.97                         0.3.98   0.3.98   Normal       ---
dioxus-fullstack->pin-project                    1.1.11                         1.1.12   1.1.12   Normal       ---
dioxus-fullstack->wasm-bindgen                   0.2.120                        0.2.121  0.2.121  Normal       ---
dioxus-fullstack->wasm-bindgen-futures           0.4.70                         0.4.71   0.4.71   Normal       ---
dioxus-fullstack-core->dioxus-core               0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack-core->dioxus-document           0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack-core->dioxus-history            0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack-core->dioxus-hooks              0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack-core->dioxus-signals            0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack-core->generational-box          0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-fullstack-core->tokio                     1.52.1                         1.52.3   1.52.3   Normal       ---
dioxus-history->dioxus-core                      0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-hooks->dioxus-core                        0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-hooks->dioxus-signals                     0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-hooks->generational-box                   0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-html->dioxus-core                         0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-html->dioxus-core-macro                   0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-html->dioxus-core-types                   0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-html->dioxus-hooks                        0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-html->dioxus-html-internal-macro          0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-html->enumset                             1.1.10                         1.1.12   1.1.12   Normal       ---
dioxus-html->generational-box                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-html->lazy-js-bundle                      0.7.7                          0.7.9    0.7.9    Build        ---
dioxus-interpreter-js->dioxus-core               0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-interpreter-js->dioxus-core-types         0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-interpreter-js->dioxus-html               0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-interpreter-js->js-sys                    0.3.97                         0.3.98   0.3.98   Normal       ---
dioxus-interpreter-js->lazy-js-bundle            0.7.7                          0.7.9    0.7.9    Build        ---
dioxus-interpreter-js->wasm-bindgen              0.2.120                        0.2.121  0.2.121  Normal       ---
dioxus-interpreter-js->wasm-bindgen-futures      0.4.70                         0.4.71   0.4.71   Normal       ---
dioxus-interpreter-js->web-sys                   0.3.97                         0.3.98   0.3.98   Normal       ---
dioxus-logger->dioxus-cli-config                 0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-router->dioxus-cli-config                 0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-router->dioxus-core                       0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-router->dioxus-core-macro                 0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-router->dioxus-fullstack-core             0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-router->dioxus-history                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-router->dioxus-hooks                      0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-router->dioxus-html                       0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-router->dioxus-router-macro               0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-router->dioxus-signals                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-cli-config                 0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-core                       0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-core-macro                 0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-devtools                   0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-document                   0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-fullstack-core             0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-history                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-hooks                      0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-html                       0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-interpreter-js             0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-logger                     0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-router                     0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-signals                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->dioxus-ssr                        0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->enumset                           1.1.10                         1.1.12   1.1.12   Normal       ---
dioxus-server->generational-box                  0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->pin-project                       1.1.11                         1.1.12   1.1.12   Normal       ---
dioxus-server->subsecond                         0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-server->tokio                             1.52.1                         1.52.3   1.52.3   Normal       cfg(not(target_arch = "wasm32"))
dioxus-server->tower-http                        0.6.8                          0.6.10   0.6.10   Normal       ---
dioxus-signals->dioxus-core                      0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-signals->generational-box                 0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-ssr->dioxus-core                          0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-ssr->dioxus-core-types                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-stores->dioxus-core                       0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-stores->dioxus-signals                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-stores->dioxus-stores-macro               0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-stores->generational-box                  0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-web->dioxus-cli-config                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-web->dioxus-core                          0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-web->dioxus-core-types                    0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-web->dioxus-devtools                      0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-web->dioxus-document                      0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-web->dioxus-fullstack-core                0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-web->dioxus-history                       0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-web->dioxus-html                          0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-web->dioxus-interpreter-js                0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-web->dioxus-signals                       0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-web->generational-box                     0.7.7                          0.7.9    0.7.9    Normal       ---
dioxus-web->js-sys                               0.3.97                         0.3.98   0.3.98   Normal       ---
dioxus-web->lazy-js-bundle                       0.7.7                          0.7.9    0.7.9    Build        ---
dioxus-web->wasm-bindgen                         0.2.120                        0.2.121  0.2.121  Normal       ---
dioxus-web->wasm-bindgen-futures                 0.4.70                         0.4.71   0.4.71   Normal       ---
dioxus-web->web-sys                              0.3.97                         0.3.98   0.3.98   Normal       ---
enumset->enumset_derive                          0.14.0                         0.15.0   0.15.0   Normal       ---
getrandom->js-sys                                0.3.97                         0.3.98   0.3.98   Normal       cfg(all(any(target_arch = "wasm32", target_arch = "wasm64"), target_os = "unknown"))
getrandom->js-sys                                0.3.97                         0.3.98   0.3.98   Normal       cfg(all(target_arch = "wasm32", any(target_os = "unknown", target_os = "none"), target_feature = "atomics"))
getrandom->wasi                                  0.11.1+wasi-snapshot-preview1  Removed  Removed  Normal       cfg(target_os = "wasi")
getrandom->wasm-bindgen                          0.2.120                        0.2.121  0.2.121  Normal       cfg(all(any(target_arch = "wasm32", target_arch = "wasm64"), target_os = "unknown"))
getrandom->wasm-bindgen                          0.2.120                        0.2.121  0.2.121  Normal       cfg(all(target_arch = "wasm32", any(target_os = "unknown", target_os = "none")))
gloo-net->js-sys                                 0.3.97                         0.3.98   0.3.98   Normal       ---
gloo-net->pin-project                            1.1.11                         1.1.12   1.1.12   Normal       ---
gloo-net->wasm-bindgen                           0.2.120                        0.2.121  0.2.121  Normal       ---
gloo-net->wasm-bindgen-futures                   0.4.70                         0.4.71   0.4.71   Normal       ---
gloo-net->web-sys                                0.3.97                         0.3.98   0.3.98   Normal       ---
gloo-timers->js-sys                              0.3.97                         0.3.98   0.3.98   Normal       ---
gloo-timers->wasm-bindgen                        0.2.120                        0.2.121  0.2.121  Normal       ---
gloo-utils->js-sys                               0.3.97                         0.3.98   0.3.98   Normal       ---
gloo-utils->wasm-bindgen                         0.2.120                        0.2.121  0.2.121  Normal       ---
gloo-utils->web-sys                              0.3.97                         0.3.98   0.3.98   Normal       ---
h2->tokio                                        1.52.1                         1.52.3   1.52.3   Normal       ---
hickory-proto->tokio                             1.52.1                         1.52.3   1.52.3   Normal       ---
hickory-resolver->tokio                          1.52.1                         1.52.3   1.52.3   Normal       ---
hyper->h2                                        0.4.13                         0.4.14   0.4.14   Normal       ---
hyper->tokio                                     1.52.1                         1.52.3   1.52.3   Normal       ---
hyper-rustls->tokio                              1.52.1                         1.52.3   1.52.3   Normal       ---
hyper-util->tokio                                1.52.1                         1.52.3   1.52.3   Normal       ---
iana-time-zone->js-sys                           0.3.97                         0.3.98   0.3.98   Normal       cfg(all(target_arch = "wasm32", target_os = "unknown"))
iana-time-zone->wasm-bindgen                     0.2.120                        0.2.121  0.2.121  Normal       cfg(all(target_arch = "wasm32", target_os = "unknown"))
iana-time-zone-haiku->cc                         1.2.61                         1.2.62   1.2.62   Build        ---
if-watch->tokio                                  1.52.1                         1.52.3   1.52.3   Development  ---
igd-next->tokio                                  1.52.1                         1.52.3   1.52.3   Normal       ---
indexmap->hashbrown                              0.17.0                         0.17.1   0.17.1   Normal       ---
iri-string->memchr                               2.8.0                          Removed  Removed  Normal       ---
iri-string->serde                                1.0.228                        Removed  Removed  Normal       ---
js-sys->wasm-bindgen                             0.2.120                        0.2.121  0.2.121  Normal       ---
libfuzzer-sys->cc                                1.2.61                         1.2.62   1.2.62   Build        ---
libp2p->pin-project                              1.1.11                         1.1.12   1.1.12   Normal       ---
libp2p-core->pin-project                         1.1.11                         1.1.12   1.1.12   Normal       ---
libp2p-mdns->tokio                               1.52.1                         1.52.3   1.52.3   Normal       ---
libp2p-metrics->pin-project                      1.1.11                         1.1.12   1.1.12   Normal       ---
libp2p-quic->tokio                               1.52.1                         1.52.3   1.52.3   Normal       ---
libp2p-swarm->tokio                              1.52.1                         1.52.3   1.52.3   Development  ---
libp2p-tcp->tokio                                1.52.1                         1.52.3   1.52.3   Normal       ---
libp2p-upnp->tokio                               1.52.1                         1.52.3   1.52.3   Normal       ---
libp2p-yamux->yamux                              0.12.1                         0.13.10  0.13.10  Normal       ---
libsqlite3-sys                                   0.36.0                         ---      0.37.0   Normal       ---
libsqlite3-sys->cc                               1.2.61                         1.2.62   1.2.62   Build        ---
manganis->const-serialize                        0.8.0-alpha.0                  0.7.2    0.7.2    Normal       ---
manganis->manganis-core                          0.7.7                          0.7.9    0.7.9    Normal       ---
manganis->manganis-macro                         0.7.7                          0.7.9    0.7.9    Normal       ---
manganis-core->const-serialize                   0.8.0-alpha.0                  0.7.2    0.7.2    Normal       ---
manganis-core->dioxus-cli-config                 0.7.7                          0.7.9    0.7.9    Normal       ---
manganis-core->dioxus-core-types                 0.7.7                          0.7.9    0.7.9    Normal       ---
manganis-macro->manganis-core                    0.7.7                          0.7.9    0.7.9    Normal       ---
multistream-select->pin-project                  1.1.11                         1.1.12   1.1.12   Normal       ---
native-tls->openssl                              0.10.78                        0.10.79  0.10.79  Normal       cfg(not(any(target_os = "windows", target_vendor = "apple")))
native-tls->openssl-sys                          0.9.114                        0.9.115  0.9.115  Normal       cfg(not(any(target_os = "windows", target_vendor = "apple")))
netlink-sys->tokio                               1.52.1                         1.52.3   1.52.3   Normal       ---
objc2-exception-helper->cc                       1.2.61                         1.2.62   1.2.62   Build        ---
once_cell->critical-section                      1.2.0                          Removed  Removed  Normal       ---
once_cell->portable-atomic                       1.13.1                         Removed  Removed  Normal       ---
openssl->once_cell                               1.21.4                         Removed  Removed  Normal       ---
openssl->openssl-sys                             0.9.114                        0.9.115  0.9.115  Normal       ---
openssl-sys->cc                                  1.2.61                         1.2.62   1.2.62   Build        ---
phf_shared->siphasher                            1.0.2                          1.0.3    1.0.3    Normal       ---
pin-project->pin-project-internal                1.1.11                         1.1.12   1.1.12   Normal       ---
proc-macro2->unicode-ident                       1.0.24                         Removed  Removed  Normal       ---
profiling->profiling-procmacros                  1.0.17                         1.0.18   1.0.18   Normal       ---
quinn->tokio                                     1.52.1                         1.52.3   1.52.3   Normal       ---
quote->proc-macro2                               1.0.106                        Removed  Removed  Normal       ---
rand->libc                                       0.2.186                        Removed  Removed  Normal       cfg(unix)
rand->rand_chacha                                0.3.1                          0.9.0    0.9.0    Normal       ---
rand->rand_core                                  0.6.4                          0.9.5    0.9.5    Normal       ---
rand_chacha->rand_core                           0.6.4                          0.9.5    0.9.5    Normal       ---
rand_core->getrandom                             0.2.17                         0.3.4    0.3.4    Normal       ---
ratatui-textarea                                 0.8.0                          ---      0.9.1    Normal       ---
rav1e->profiling                                 1.0.17                         1.0.18   1.0.18   Normal       ---
rav1e->wasm-bindgen                              0.2.120                        0.2.121  0.2.121  Normal       ---
ravif->avif-serialize                            0.8.8                          0.8.9    0.8.9    Normal       ---
reqwest->js-sys                                  0.3.97                         0.3.98   0.3.98   Normal       cfg(target_arch = "wasm32")
reqwest->tokio                                   1.52.1                         1.52.3   1.52.3   Normal       cfg(not(target_arch = "wasm32"))
reqwest->tower-http                              0.6.8                          0.6.10   0.6.10   Normal       cfg(not(target_arch = "wasm32"))
reqwest->wasm-bindgen                            0.2.120                        0.2.121  0.2.121  Normal       cfg(target_arch = "wasm32")
reqwest->wasm-bindgen-futures                    0.4.70                         0.4.71   0.4.71   Normal       cfg(target_arch = "wasm32")
reqwest->web-sys                                 0.3.97                         0.3.98   0.3.98   Normal       cfg(target_arch = "wasm32")
rfd->js-sys                                      0.3.97                         0.3.98   0.3.98   Normal       cfg(target_arch = "wasm32")
rfd->wasm-bindgen                                0.2.120                        0.2.121  0.2.121  Normal       cfg(target_arch = "wasm32")
rfd->wasm-bindgen-futures                        0.4.70                         0.4.71   0.4.71   Normal       cfg(target_arch = "wasm32")
rfd->web-sys                                     0.3.97                         0.3.98   0.3.98   Normal       cfg(target_arch = "wasm32")
ring->cc                                         1.2.61                         1.2.62   1.2.62   Build        ---
rtnetlink->tokio                                 1.52.1                         1.52.3   1.52.3   Normal       ---
rw-stream-sink->pin-project                      1.1.11                         1.1.12   1.1.12   Normal       ---
serde->serde_core                                1.0.228                        Removed  Removed  Normal       ---
serde->serde_derive                              1.0.228                        Removed  Removed  Normal       ---
serde-wasm-bindgen->js-sys                       0.3.97                         0.3.98   0.3.98   Normal       ---
serde-wasm-bindgen->wasm-bindgen                 0.2.120                        0.2.121  0.2.121  Normal       ---
serde_core->serde_derive                         1.0.228                        Removed  Removed  Development  ---
serde_derive->proc-macro2                        1.0.106                        Removed  Removed  Normal       ---
serde_derive->quote                              1.0.45                         Removed  Removed  Normal       ---
serde_derive->syn                                2.0.117                        Removed  Removed  Normal       ---
sledgehammer_bindgen->wasm-bindgen               0.2.120                        0.2.121  0.2.121  Normal       ---
sqlite-wasm-rs->cc                               1.2.61                         1.2.62   1.2.62   Build        ---
sqlite-wasm-rs->js-sys                           0.3.97                         0.3.98   0.3.98   Normal       ---
sqlite-wasm-rs->wasm-bindgen                     0.2.120                        0.2.121  0.2.121  Normal       ---
subsecond->js-sys                                0.3.97                         0.3.98   0.3.98   Normal       cfg(target_arch = "wasm32")
subsecond->subsecond-types                       0.7.7                          0.7.9    0.7.9    Normal       ---
subsecond->wasm-bindgen                          0.2.120                        0.2.121  0.2.121  Normal       cfg(target_arch = "wasm32")
subsecond->wasm-bindgen-futures                  0.4.70                         0.4.71   0.4.71   Normal       cfg(target_arch = "wasm32")
subsecond->web-sys                               0.3.97                         0.3.98   0.3.98   Normal       cfg(target_arch = "wasm32")
syn->proc-macro2                                 1.0.106                        Removed  Removed  Normal       ---
syn->quote                                       1.0.45                         Removed  Removed  Normal       ---
syn->unicode-ident                               1.0.24                         Removed  Removed  Normal       ---
tao->raw-window-handle                           0.6.2                          0.5.2    0.5.2    Normal       ---
termwiz->siphasher                               1.0.2                          1.0.3    1.0.3    Normal       ---
tokio                                            1.52.1                         1.52.3   1.52.3   Normal       ---
tokio-rustls->tokio                              1.52.1                         1.52.3   1.52.3   Normal       ---
tokio-stream->tokio                              1.52.1                         1.52.3   1.52.3   Normal       ---
tokio-tungstenite->tokio                         1.52.1                         1.52.3   1.52.3   Normal       ---
tokio-util->tokio                                1.52.1                         1.52.3   1.52.3   Normal       ---
tower->tokio                                     1.52.1                         1.52.3   1.52.3   Normal       ---
tower-http->iri-string                           0.7.12                         Removed  Removed  Normal       ---
tower-http->tokio                                1.52.1                         1.52.3   1.52.3   Normal       ---
tower-http->tracing                              0.1.44                         Removed  Removed  Normal       ---
tracing->pin-project-lite                        0.2.17                         Removed  Removed  Normal       ---
tracing->tracing-attributes                      0.1.31                         Removed  Removed  Normal       ---
tracing->tracing-core                            0.1.36                         Removed  Removed  Normal       ---
tracing-attributes->proc-macro2                  1.0.106                        Removed  Removed  Normal       ---
tracing-attributes->quote                        1.0.45                         Removed  Removed  Normal       ---
tracing-attributes->syn                          2.0.117                        Removed  Removed  Normal       ---
tracing-core->once_cell                          1.21.4                         Removed  Removed  Normal       ---
tracing-core->valuable                           0.1.1                          Removed  Removed  Normal       cfg(tracing_unstable)
tracing-futures->pin-project                     1.1.11                         1.1.12   1.1.12   Normal       ---
tracing-wasm->wasm-bindgen                       0.2.120                        0.2.121  0.2.121  Normal       ---
uuid->js-sys                                     0.3.97                         0.3.98   0.3.98   Normal       cfg(all(target_arch = "wasm32", any(target_os = "unknown", target_os = "none"), target_feature = "atomics"))
uuid->wasm-bindgen                               0.2.120                        0.2.121  0.2.121  Normal       cfg(all(target_arch = "wasm32", any(target_os = "unknown", target_os = "none")))
v_frame->wasm-bindgen                            0.2.120                        0.2.121  0.2.121  Normal       wasm32-unknown-unknown
warnings->pin-project                            1.1.11                         1.1.12   1.1.12   Normal       ---
wasm-bindgen->wasm-bindgen-macro                 0.2.120                        0.2.121  0.2.121  Normal       ---
wasm-bindgen->wasm-bindgen-shared                0.2.120                        0.2.121  0.2.121  Normal       ---
wasm-bindgen-futures->js-sys                     0.3.97                         0.3.98   0.3.98   Normal       ---
wasm-bindgen-futures->wasm-bindgen               0.2.120                        0.2.121  0.2.121  Normal       ---
wasm-bindgen-macro->wasm-bindgen-macro-support   0.2.120                        0.2.121  0.2.121  Normal       ---
wasm-bindgen-macro-support->wasm-bindgen-shared  0.2.120                        0.2.121  0.2.121  Normal       ---
wasm-streams->js-sys                             0.3.97                         0.3.98   0.3.98   Normal       ---
wasm-streams->wasm-bindgen                       0.2.120                        0.2.121  0.2.121  Normal       ---
wasm-streams->wasm-bindgen-futures               0.4.70                         0.4.71   0.4.71   Normal       ---
wasm-streams->web-sys                            0.3.97                         0.3.98   0.3.98   Normal       ---
web-sys->js-sys                                  0.3.97                         0.3.98   0.3.98   Normal       ---
web-sys->wasm-bindgen                            0.2.120                        0.2.121  0.2.121  Normal       ---
web-time->js-sys                                 0.3.97                         0.3.98   0.3.98   Normal       cfg(all(target_family = "wasm", target_os = "unknown"))
web-time->wasm-bindgen                           0.2.120                        0.2.121  0.2.121  Normal       cfg(all(target_family = "wasm", target_os = "unknown"))
webbrowser->web-sys                              0.3.97                         0.3.98   0.3.98   Normal       cfg(target_family = "wasm")
yamux->pin-project                               1.1.11                         1.1.12   1.1.12   Normal       ---
yamux->rand                                      0.8.6                          0.9.4    0.9.4    Normal       ---
Exit code: 0

============================================================
Security Vulnerabilities (cargo audit)
============================================================

[0m[0m[1m[32m    Fetching[0m advisory database from `https://github.com/RustSec/advisory-db.git`
[0m[0m[1m[32m      Loaded[0m 1068 security advisories (from /home/runner/.cargo/advisory-db)
[0m[0m[1m[32m    Updating[0m crates.io index
[0m[0m[1m[32m    Scanning[0m Cargo.lock for vulnerabilities (886 crate dependencies)
[0m[0m[1m[31mCrate:    [0m hickory-proto
[0m[0m[1m[31mVersion:  [0m 0.25.2
[0m[0m[1m[31mTitle:    [0m CPU exhaustion during message encoding due to O(n²) name compression
[0m[0m[1m[31mDate:     [0m 2026-05-01
[0m[0m[1m[31mID:       [0m RUSTSEC-2026-0119
